t,c_h
"33,8028169014084","29,0476190476191"
"49,2957746478874","31,9047619047619"
"87,3239436619718","34,5238095238095"
"147,887323943662","36,3095238095238"
"349,295774647887","36,4285714285714"
"498,591549295775","36,4285714285714"
